ID,Country,Managed By,Fulfill Via,Vendor INCO Term,Shipment Mode,Product Group,Sub Classification,Vendor,Brand,Dosage Form,Unit of Measure (Per Pack),Line Item Quantity,Manufacturing Site,First Line Designation,Weight (Kilograms),Freight Cost (USD),Project Code_0,Project Code_2,PQ #_0,PO / SO #_0,PO / SO #_1,ASN/DN #_0,ASN/DN #_1,PQ First Sent to Client Date_str,PO Sent to Vendor Date_str,Freight Cost (USD)_str,abacavir,amodiaquine,artemether,artesunate,atazanavir,chloroquine,darunavir,didanosine,efavirenz,emtricitabine,etravirine,indinavir,lamivudine,lopinavir,lumefantrine,mefloquine,nelfinavir,nevirapine,primaquine,pyrimethamine,quinine,raltegravir,ritonavir,saquinavir,stavudine,sulfadoxine,tenofovir,zidovudine,Unit Price,Insurance Ratio,POCycle,IsDelay
65156,8,2,0,5,0,3,2,69,39,15,20,73,86,0,509.0,8021.11,1,1,0,1,253260,0,28279,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.0010273972602739725,16.0,0
65165,33,2,0,3,3,2,5,22,15,7,240,40040,24,1,,,38,1,0,1,103810,0,12626,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.0016500489801460675,18.0,0
65180,10,2,0,5,0,3,3,62,2,16,1,164,84,0,28.0,483.68,5,1,0,1,117370,0,11929,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.9,0.0016260162601626016,43.0,0
65186,40,2,0,5,0,2,1,28,15,12,60,11623,40,0,1089.0,2006.63,8,1,0,1,164580,0,18662,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.12,0.0012369562812649796,23.0,0
65191,37,2,0,5,0,3,2,69,39,15,20,670,86,1,234.0,3163.87,9,1,0,1,52773,0,4977,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.001959888059701493,7.0,0
65219,42,2,0,5,0,3,2,50,11,15,100,1800,9,1,885.0,17806.34,13,1,0,1,122760,0,12885,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.8,0.00165,5.0,0
65235,30,2,0,5,0,3,2,50,11,15,100,7500,44,1,1703.0,25501.1,7,1,0,1,115790,0,11823,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.78,0.00165000429000429,22.0,0
65238,11,2,0,5,0,3,2,61,8,15,1,7527,50,1,5020.0,78813.53,16,1,0,1,244860,0,27173,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,24.5,0.0010280269939781414,20.0,0
65241,24,2,0,5,0,3,2,69,39,15,20,15,86,1,5.0,572.55,2,1,0,1,203130,0,22041,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.0012291666666666666,34.0,0
65243,16,2,0,1,0,2,1,18,41,4,30,240,20,1,12.0,450.0,6,1,0,1,91000,0,10144,1,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0.001649400218102508,8.0,0
65261,28,2,0,5,0,3,2,50,11,15,100,2520,44,1,1201.0,28669.23,29,1,0,1,108740,0,11758,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.89,0.0016499910825753523,25.0,0
65263,40,2,0,5,0,2,1,28,15,10,30,8000,40,0,953.0,1593.67,8,1,0,1,263660,0,30941,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.12,0.001028169014084507,39.0,0
65274,7,2,0,5,0,2,1,13,15,12,60,32190,11,1,4093.0,34441.93,46,1,0,1,204300,0,21710,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.14,0.0012370049143175495,4.0,0
65280,33,2,0,3,4,2,1,58,15,10,60,783,40,0,,,15,1,0,1,199289,0,28036,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0.001236948232734755,414.0,0
65291,11,2,0,5,0,3,2,69,39,15,20,167,86,1,60.0,911.32,16,1,0,1,133530,0,15834,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.0014015718562874252,13.0,0
65308,28,2,0,5,0,3,2,50,11,15,100,1750,44,1,842.0,14829.77,29,1,0,1,64780,0,6620,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.8,0.002156,21.0,1
65314,33,2,0,3,4,2,5,58,24,7,300,2,3,1,,,15,1,0,1,199287,0,27749,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.08,0.0012793176972281449,398.0,0
65323,37,2,0,5,0,2,1,22,15,12,60,53239,24,1,7696.0,33442.63,9,1,0,1,198771,0,22833,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.13,0.0012370027634526718,55.0,0
65331,16,2,0,5,0,2,1,13,15,3,30,240,11,1,19.0,971.7,6,1,0,1,176220,0,18344,1,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.0012375,20.0,0
65349,33,2,0,3,3,2,1,23,15,10,30,96224,27,1,7556.0,9582.53,38,1,0,1,103680,0,12948,1,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.0016500017401257531,13.0,0
65359,33,2,0,3,4,2,1,51,23,10,60,35,65,0,,,15,1,0,1,259077,0,33478,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0.0010298482168851655,28.0,0
65363,11,2,0,5,0,2,1,13,15,3,30,750,11,0,236.0,1131.48,16,1,0,1,72390,0,9567,1,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.0021560000000000004,1.0,0
65370,33,2,0,3,4,2,1,58,15,10,60,300,24,0,,,15,1,0,1,60170,0,5933,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.37,0.0021554274381868645,6.0,0
65381,42,2,0,6,0,2,5,3,24,7,300,1500,3,1,1374.0,9299.26,3,1,0,1,149110,0,18803,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.001401903525849016,50.0,0
65408,41,2,0,5,0,3,2,69,39,15,20,6900,86,1,2262.0,27038.58,10,1,0,1,189250,0,20055,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.0012370018115942028,20.0,0
65436,33,3,0,3,4,2,5,58,15,10,60,45,7,0,,,15,1,0,1,183950,0,19166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.1,0.0012446657183499289,,0
65450,28,2,0,5,0,3,2,50,11,15,100,3067,9,1,1228.0,13325.65,29,1,0,1,196560,0,21221,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.89,0.001237017471232365,30.0,0
65452,6,2,0,5,0,3,2,21,35,15,30,345,22,1,37.0,946.77,2,1,0,1,223460,0,24711,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.92,0.001028145347616047,28.0,0
65458,33,2,0,3,4,2,5,58,15,7,240,171,11,0,,,15,1,0,1,199289,0,28036,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.001237147294064721,414.0,0
65478,9,2,0,5,0,3,2,62,2,15,25,3700,84,1,1281.0,13222.33,4,1,0,1,215030,0,24094,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.82,0.0010279499011206328,27.0,0
65484,40,2,0,6,0,2,1,3,27,10,30,326,7,1,34.0,404.78,8,1,0,1,145330,0,16020,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.78,0.001401864228855984,65.0,0
65487,33,2,0,3,3,2,5,27,47,7,240,10000,36,1,3853.0,4228.61,38,1,0,1,104190,0,12821,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.00165,19.0,0
65545,33,2,0,3,4,2,1,51,15,10,30,43,66,0,,,15,1,0,1,238554,0,28627,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.64,0.0010338242985198068,156.0,0
65548,33,2,0,3,3,2,1,13,15,10,30,70,11,1,6.0,9951.38,38,1,0,1,103510,0,12171,1,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.0016471333544504278,14.0,1
65555,37,2,0,5,0,3,2,62,11,15,100,3015,9,1,1249.0,20906.77,9,1,0,1,189360,0,21233,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.0,,29.0,0
65574,16,2,0,1,0,2,5,18,40,9,200,192,17,0,,,6,1,0,1,58010,0,5820,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.002155315064866296,21.0,0
65579,37,2,0,6,0,2,1,3,0,10,120,9007,7,1,2020.0,9169.63,9,1,0,1,66920,0,7251,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.3,0.002155986592532259,11.0,0
65588,40,2,0,5,0,2,1,46,15,10,30,2856,66,0,3002.0,6808.99,8,1,0,1,62470,0,6341,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.25,0.0021559290382819796,373.0,0
65601,4,2,0,5,0,3,3,49,28,16,3,10,73,1,6.0,402.42,33,1,0,1,54130,0,6032,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,8.33,0.00196,21.0,0
65609,26,2,0,5,0,3,3,50,11,16,1,81,9,0,16.0,467.26,11,1,0,1,162160,0,17088,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,5.0,0.0014074074074074073,28.0,0
65617,37,2,0,5,0,2,1,13,15,10,60,28800,11,1,3396.0,16416.58,9,1,0,1,76980,0,7442,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.0021559829059829057,3.0,0
65619,33,2,0,3,4,2,5,58,24,7,300,60,3,0,,,15,1,0,1,60190,0,5907,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14,0.0021574130767997965,6.0,0
65621,11,2,0,5,0,3,2,21,35,15,20,44,22,1,15.0,529.4,16,1,0,1,133360,0,14200,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.45,0.00140282131661442,18.0,0
65630,33,2,0,3,4,2,5,51,24,7,300,4,3,1,,,15,1,0,1,238572,0,27958,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07,0.0010195989577432877,118.0,0
65640,27,2,0,5,0,3,2,69,39,15,20,750,86,1,265.0,2906.31,17,1,0,1,50140,0,4769,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.00196,8.0,0
65675,37,2,0,5,0,2,1,46,15,10,60,20000,66,1,2069.0,9716.76,9,1,0,1,231090,0,25332,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0.0010279981965734895,7.0,0
65688,15,2,0,5,0,3,2,21,35,15,20,19,22,1,5.0,296.52,5,1,0,1,153860,0,16350,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.45,0.001397459165154265,21.0,0
65693,33,2,0,3,4,2,1,58,15,10,30,2906,40,0,,,15,1,0,1,215370,0,24415,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.62,0.0012369682804280937,55.0,0
65699,9,2,0,6,0,2,1,3,0,10,120,28000,7,1,7025.0,46002.44,4,1,0,1,124780,0,13202,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.26,0.0016499953647909522,81.0,0
65709,39,2,0,5,0,2,1,28,15,12,30,100440,40,0,12945.0,48653.36,45,1,0,1,149411,0,15514,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.16,0.0014019940653608467,5.0,0
65716,16,2,0,5,0,2,1,46,15,12,30,5500,66,1,647.0,4877.34,6,1,0,1,126310,0,13152,1,2,2,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.47,0.0014020631850419085,13.0,0
65717,33,2,0,3,3,2,5,22,15,7,240,50000,24,1,18417.0,11534.48,38,1,0,1,103830,0,13290,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.00165,18.0,0
65732,37,2,0,6,0,2,1,3,27,0,336,160,3,1,325.0,2278.11,9,1,0,1,47740,0,4636,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.11,0.0019600495307612095,12.0,0
65748,40,2,0,5,0,2,1,28,15,10,30,12984,40,0,2832.0,7474.2,8,1,0,1,210150,0,24398,1,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.0012370400797182476,6.0,0
65780,30,2,0,5,0,2,1,28,15,10,60,55710,40,1,3204.0,19625.64,7,1,0,1,149430,0,15379,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.04,0.0014020254461826892,8.0,0
65799,33,2,0,3,4,2,1,58,15,12,60,206,40,0,,,15,1,0,1,199289,0,28033,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.55,0.0012362790077156262,414.0,0
65803,33,2,0,3,4,2,1,58,15,10,60,19,11,0,,,15,1,0,1,199289,0,28037,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.45,0.0012424530682766787,414.0,0
65836,28,2,0,5,0,3,2,21,35,15,20,1448,22,1,482.0,3060.82,29,1,0,1,100510,0,10320,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.45,0.0016500762049914271,26.0,0
65849,33,2,0,3,4,2,1,58,15,10,30,132,11,0,,,15,1,0,1,199283,0,27979,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.75,0.0012369019126727135,412.0,0
65940,16,2,0,4,0,3,2,57,11,15,100,1432,44,1,,,6,1,0,1,106780,0,11663,1,2,0,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.15,0.001649987855234394,31.0,0
65978,40,2,0,5,0,2,1,63,15,12,60,9377,85,1,692.0,8494.45,8,1,0,1,97820,0,10345,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0.09,0.0016499139429104847,23.0,0
65987,40,2,0,6,0,2,5,3,24,7,300,100,3,1,164.0,742.1,8,1,0,1,134870,0,14921,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.2,0.0014024991779020058,41.0,0
66000,30,2,0,6,0,2,5,3,24,7,300,316,3,1,415.0,4399.65,7,1,0,1,238800,0,26864,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0.0010278136012288584,45.0,0
66030,33,2,0,3,0,2,5,13,15,8,240,19060,11,1,7353.0,4876.34,38,1,0,1,75480,0,8649,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.01,0.002155931977547927,15.0,0
66062,40,2,0,6,0,2,1,3,0,10,120,5000,7,1,,,8,1,0,1,277290,0,33205,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.51,0.0011770065789473685,17.0,0
66073,33,2,0,3,3,2,5,27,47,7,240,2244,36,1,870.0,3755.91,38,1,0,1,104220,0,12743,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.0016499938533407093,19.0,0
66094,28,2,0,5,0,2,1,13,15,10,60,25932,11,1,1548.0,11663.16,34,1,0,1,212690,0,24552,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.09,0.0010279754189239515,18.0,0
66100,12,2,0,5,0,2,1,28,15,12,30,45632,40,1,4486.0,20394.49,5,1,0,1,236710,0,27675,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.15,0.001027986739767946,41.0,0
66123,33,2,0,3,3,2,1,22,15,10,60,48446,24,1,,,38,1,0,1,84210,0,10109,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.002155968060806571,21.0,1
66145,33,2,0,3,4,2,1,51,23,10,60,3,65,0,,,15,1,0,1,259079,0,33854,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.1,0.0010138902970698571,28.0,0
66175,40,2,0,5,0,2,1,46,15,10,30,12084,66,0,749.0,7488.39,8,1,0,1,69720,0,7237,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.23,0.0021559795715704357,7.0,0
66205,16,2,0,5,0,2,1,23,15,10,30,1000,27,1,133.0,1604.56,6,1,0,1,263050,0,31197,1,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.6,0.0010277777777777778,63.0,0
66207,39,2,0,5,0,2,1,11,31,10,120,102,10,1,15.0,845.1,14,1,0,1,58240,0,6621,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.0019596949891067536,7.0,0
66218,33,2,0,3,4,2,5,58,27,7,90,5,1,0,,,15,1,0,1,60190,0,5907,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.1,0.0021663778162911615,6.0,0
66233,9,2,0,5,0,3,2,50,11,15,100,3236,44,1,1543.0,37173.01,4,1,0,1,106590,0,11216,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.8,0.0016499922744128554,57.0,0
66236,39,2,0,5,0,3,2,69,39,15,20,750,86,1,242.0,1899.22,14,1,0,1,239750,0,26608,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.0010279166666666668,8.0,0
66257,33,2,0,3,4,2,5,58,47,7,240,8,36,0,,,15,1,0,1,215370,0,24415,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.0012475957789676144,55.0,0
66264,40,2,0,5,0,2,1,28,15,12,30,17760,40,1,,,8,1,0,1,285490,0,33144,1,2,1,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.32,0.0011769796111901377,29.0,0
66277,39,2,0,3,0,2,1,11,31,10,120,100,10,1,14.0,527.0,14,1,0,1,142300,0,14824,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0.0014024024024024023,33.0,0
66278,40,2,0,5,0,2,5,13,15,0,30,2065,11,0,546.0,1340.23,8,1,0,1,131650,0,14875,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.0014030612244897958,34.0,0
66307,40,2,0,5,0,2,1,46,15,12,30,32673,66,1,3425.0,11077.85,8,1,0,1,177620,0,20367,1,2,2,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.38,0.0012370117297821274,6.0,0
66323,26,2,0,5,0,3,2,69,39,15,20,424,86,1,145.0,2572.68,11,1,0,1,81030,0,8093,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.002155807783018868,51.0,0
66333,33,2,0,3,4,2,5,58,32,7,200,400,36,0,,,15,1,0,1,71370,0,7373,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.002154307042873154,2.0,0
66338,33,3,0,3,4,2,5,58,15,7,240,145,11,0,,,15,1,0,1,183950,0,19166,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.03,0.0012354304410060663,,0
66349,34,2,0,5,0,3,2,69,39,15,20,240,86,1,82.0,1504.59,45,1,0,1,127500,0,13396,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.00140234375,12.0,0
66352,33,2,0,3,4,2,1,51,15,12,60,20,11,0,,,15,1,0,1,259074,0,31070,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.36,0.0010263348184087146,179.0,0
66355,37,2,0,5,0,3,2,50,11,15,100,840,9,1,405.0,7765.61,45,1,0,1,157661,0,17086,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.8,0.0014019345238095236,65.0,0
66371,37,2,0,5,0,2,1,13,15,12,60,37012,11,1,4699.0,17907.7,9,1,0,1,198780,0,20858,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0.14,0.0012369911875926283,13.0,0
66373,15,2,0,5,0,3,2,69,39,15,20,2334,86,1,807.0,6558.08,2,1,0,1,63870,0,6095,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,1.6,0.002156035775492716,24.0,0
66374,33,2,0,3,3,2,1,63,15,10,60,116000,85,1,7193.0,8559.24,38,1,0,1,75540,0,7991,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.05,0.002155997798972854,15.0,0
66383,39,2,0,5,0,2,5,13,15,1,30,961,11,1,53.0,1203.4,14,1,0,1,173450,0,18894,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.04,0.0012403746097814775,54.0,0
66420,41,2,0,5,0,3,2,50,11,15,100,1993,44,1,967.0,14582.14,10,1,0,1,60711,0,6615,1,2,2,5,2,2,2,4,2,3,9,5,3,2,2,6,5,2,2,3,6,2,2,3,2,7,3,8,2,3,6,0.72,0.0021560182862240063,6.0,0
66431,39,2,0,6,0,2,1,29,22,10,120,161,82,1,30.0,1072.35,14,1,0,1,52570,0,5536,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.83,0.0021562656975770696,-37.0,0
66438,16,2,0,5,0,2,1,13,15,3,30,384,11,1,30.0,1119.09,6,1,0,1,176320,0,18407,1,2,2,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0.0012369791666666666,20.0,0
66448,9,2,0,5,0,2,1,46,15,10,30,3200,66,1,430.0,3587.34,4,1,0,1,217340,0,27114,1,2,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.67,0.00102796875,43.0,0
66449,40,2,0,6,0,2,1,3,0,10,120,8225,7,1,2018.0,10263.55,8,1,0,1,68780,0,7020,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0.68,0.002155998787152693,16.0,0
66500,33,2,0,3,4,2,1,58,15,0,60,329,11,0,,,15,1,0,1,267020,0,29764,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.06,0.0011811261218542819,42.0,0
66508,40,2,0,5,0,2,5,13,15,0,90,400,11,0,546.0,1340.23,8,1,0,1,131650,0,14875,1,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.0014034526854219947,34.0,0
66522,33,2,0,3,4,2,1,58,43,10,60,100,18,0,,,15,1,0,1,51250,0,5056,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0.36,0.001961639058413252,9.0,0
