Order_ID,Agent_Age,Store_Latitude,Store_Longitude,Order_Date,Order_Time,Weather,Traffic,Vehicle,Area,Delivery_Time,Category,Drop_Distance,Wait_Time,Dissatisfied
nljl247133365,20,13.091809,80.219104,19066.0,685.0,4,0,2,0,95.0,12,3.0982969038720354,1,0
ijwi985771853,20,26.90294,75.793007,19081.0,1340.0,5,2,3,3,130.0,7,4.464152609112948,1,0
hvbt254222004,19,26.910262,75.783013,19072.0,880.0,3,0,1,0,170.0,2,5.951921111490412,1,0
jaxh302060614,6,13.022394,80.242439,19062.0,1010.0,2,3,3,0,105.0,13,6.197305829661883,2,0
thsn842227197,9,12.334022,76.618203,19085.0,1400.0,2,2,2,1,90.0,11,4.654039812210762,1,0
epdg770766787,9,21.17106,72.789292,19071.0,1215.0,1,1,1,0,200.0,8,10.625000785116185,0,0
flgq903324347,16,21.173343,72.792731,19057.0,1215.0,5,1,2,0,135.0,7,16.695279587362798,1,0
yovd722485548,3,12.352058,76.60665,19072.0,1430.0,3,2,2,3,11.0,5,4.653886193068267,3,0
them991586693,19,23.353783,85.326967,19074.0,1420.0,0,2,2,3,150.0,0,19.59126114572951,1,0
uqgf982519496,5,12.3085,76.665808,19058.0,1365.0,1,2,1,0,120.0,7,7.756952986806547,0,0
qppe300248551,14,12.986047,80.218114,19069.0,1330.0,3,2,1,0,85.0,4,17.042634005428827,0,0
imel410302020,8,18.520016,73.830547,19081.0,1180.0,4,1,2,0,90.0,8,7.648136370476755,1,0
xayy645009992,5,,,19076.0,1125.0,0,3,1,0,140.0,14,,2,0
qmtg869318176,8,12.933298,77.614293,19058.0,650.0,2,2,1,3,100.0,12,1.549636500901817,1,1
jpmt168065219,12,26.910262,75.783013,19062.0,775.0,3,0,1,0,160.0,1,5.951921111490412,2,0
fpxz737202412,18,26.913483,75.803139,19060.0,555.0,4,2,1,0,20.0,5,2.976038261804114,1,0
jpju417499645,3,12.337978,76.616792,19077.0,910.0,4,3,2,3,95.0,9,6.205284711948613,0,0
ofix752072940,12,12.323194,76.630583,19052.0,975.0,1,3,1,0,90.0,3,6.20545250887856,0,0
xmlr394473481,19,18.516216,73.842527,19075.0,590.0,1,2,1,0,130.0,15,1.529726161521905,2,0
wvfq432283039,5,19.121999,72.908493,19075.0,1185.0,0,1,3,3,160.0,3,4.581394214184131,2,1
oegr179734229,18,,,19039.0,1165.0,0,1,2,0,210.0,12,,1,0
smrw316122985,15,22.31279,73.170283,19065.0,1410.0,4,2,1,0,160.0,2,13.610992426077734,2,1
tiqy677648528,2,13.02978,80.208812,19074.0,1340.0,5,2,1,3,90.0,10,20.139201725059262,1,0
isqo820577691,5,12.979166,77.640709,19067.0,1415.0,2,2,1,3,110.0,15,20.141172794424033,0,0
ndal707337085,11,17.45971,78.368855,19060.0,535.0,3,2,1,0,120.0,13,1.5339975116617346,2,1
jihk868502616,12,12.986047,80.218114,19076.0,1370.0,4,2,2,0,90.0,14,20.140905255245308,1,0
vbvo951844800,4,17.458998,78.500366,19075.0,920.0,4,3,2,0,60.0,11,6.135765048576284,1,0
ihhl404683004,10,22.311603,73.165012,19063.0,1390.0,3,2,2,0,75.0,15,16.63518098792841,0,0
aerq601383008,2,18.520016,73.830547,19087.0,1055.0,5,3,1,0,105.0,14,4.589006535756058,2,0
eyrm058867306,4,22.310329,73.169083,19052.0,1165.0,3,1,2,0,115.0,4,9.074509257960786,0,0
wvco296162931,17,30.914057,75.83982,19041.0,1380.0,4,2,1,3,85.0,13,10.24552257427696,1,0
rptk470312748,16,18.536562,73.896485,19066.0,1270.0,1,1,1,3,170.0,13,9.177225998300312,1,1
kcqo319339516,19,26.914142,75.805704,19080.0,1430.0,0,2,1,0,185.0,4,16.365329549035206,0,1
baah349367202,17,22.722634,75.886959,19081.0,585.0,2,2,3,0,125.0,1,1.5105048384811497,1,0
ywsl868395867,17,,,19039.0,1300.0,3,1,2,3,205.0,6,,0,1
umzs337595495,4,13.045479,80.23311,19083.0,1155.0,2,1,1,0,80.0,14,7.7462119762407955,0,0
vpvj210266453,6,26.911927,75.797282,19064.0,1260.0,3,1,1,0,80.0,13,4.463998184430929,0,0
lhgh549593412,13,22.515082,88.36783,19034.0,1080.0,0,3,3,0,95.0,4,7.557174579390798,2,0
rtru180016855,16,22.310237,73.158921,19066.0,700.0,4,0,1,0,110.0,15,1.5125412443971376,1,0
vuvi991718737,10,19.221315,72.862381,19077.0,510.0,3,2,1,1,55.0,9,3.0534544255653637,2,0
pdfx480407525,15,12.906229,77.596791,19083.0,505.0,5,2,1,0,25.0,5,1.5497167302538937,1,0
zjvx473344028,8,22.753659,75.903365,19066.0,695.0,3,0,2,0,60.0,2,3.020650838531588,0,0
qugl011746814,4,25.454697,81.834492,19040.0,1360.0,3,2,1,0,70.0,4,4.488494856181739,2,0
yxpc427406441,18,12.304569,76.643622,19060.0,675.0,4,0,1,0,130.0,15,1.5514583744992787,1,0
xgyu251095922,13,30.359722,78.067079,19035.0,1155.0,2,1,1,0,190.0,4,19.070528500368052,2,1
aiiu001509066,2,21.170798,72.790489,19069.0,1065.0,1,3,1,0,160.0,12,13.660304126218064,1,0
bxqf534775551,6,,,19062.0,1080.0,0,3,1,0,75.0,1,,1,0
qsjf565703950,15,26.474133,80.3481,19041.0,1275.0,0,1,3,0,200.0,2,19.372701787183576,0,1
lkxi030894157,9,21.15276,72.778059,19076.0,0.0,2,2,1,3,15.0,5,19.731429221614068,2,0
pxub318698998,15,13.026286,80.275235,19077.0,1370.0,3,2,1,0,130.0,1,7.746499270666336,0,1
htlr293556747,6,9.979363,76.285001,19041.0,1195.0,0,1,1,3,185.0,7,12.458820360776192,1,0
fsia590691904,13,21.17106,72.789292,19082.0,1395.0,5,2,2,0,120.0,7,19.73031348513336,0,0
fhpy472057593,6,19.254567,72.848923,19077.0,1195.0,2,1,2,0,90.0,11,9.15898897653303,2,0
uney782808422,6,15.157944,73.950889,19037.0,1430.0,4,2,2,3,180.0,12,13.88123419231142,3,1
mwin065730258,3,17.431477,78.40035,19062.0,1235.0,0,1,1,3,100.0,4,4.602207587909277,0,0
eeik104256596,7,19.003517,72.82765,19063.0,1065.0,3,3,1,0,90.0,7,16.802128516305924,2,0
xlys301545982,5,,,19034.0,585.0,2,2,2,0,55.0,8,,1,0
trcm278890181,17,26.911927,75.797282,19085.0,1105.0,5,3,1,0,150.0,13,7.439710376287253,0,0
rgcs332324137,16,12.323194,76.630583,19088.0,1150.0,2,1,1,0,200.0,14,17.06389980914693,0,1
kqzm042620257,11,21.160522,72.771477,19066.0,1070.0,1,3,1,3,95.0,1,9.107580354904183,1,0
wvqp848270791,3,12.906229,77.596791,19075.0,530.0,1,2,1,0,90.0,4,1.5497167302538937,2,0
kwqy578554369,13,22.308096,73.167753,19064.0,1330.0,2,2,1,0,140.0,14,9.074574954910457,1,1
cihs679813663,17,18.530963,73.828972,19061.0,1425.0,2,2,2,0,100.0,2,19.8823960800054,0,0
eett959275311,20,10.035573,76.336958,19040.0,1175.0,3,1,1,0,215.0,8,9.343471539445865,2,1
zrcl667235154,14,12.913041,77.683237,19057.0,1175.0,2,1,2,0,145.0,1,12.396741317977485,1,0
bdlb497620252,18,26.88842,75.800689,19059.0,1360.0,2,2,1,0,21.0,5,20.829460333322302,1,0
osaf014739561,18,21.160437,72.774209,19087.0,670.0,0,0,2,0,165.0,2,3.03604824068032,1,1
pqxr955223848,18,26.766536,75.837333,19066.0,1260.0,0,1,2,0,150.0,0,8.932469105184088,0,0
kzke025104795,15,12.975996,80.221898,19084.0,1215.0,2,1,2,0,155.0,9,12.395241983211326,2,1
txbx039690427,11,13.066762,80.251865,19075.0,1035.0,5,3,1,0,170.0,14,9.294981402880982,2,1
bsda359395571,1,26.766536,75.837333,19078.0,1435.0,4,2,2,3,170.0,7,10.42101406858604,3,1
xhtg848204491,9,30.372202,78.077151,19034.0,1030.0,0,3,2,1,55.0,11,8.802633312918106,1,0
yjmg336701324,11,18.636215,73.751081,19053.0,1295.0,4,1,1,0,90.0,13,12.232641618890506,1,0
egsc707460502,6,12.986047,80.218114,19082.0,1390.0,0,2,1,0,110.0,10,13.944242636152236,0,0
ylut226397865,3,13.029198,77.570997,19081.0,1430.0,1,2,2,0,15.0,5,9.295656989001298,3,0
cbhc716674881,15,21.149834,72.778666,19053.0,1055.0,4,3,1,3,165.0,14,13.661188213249718,1,1
iqoc595493159,3,12.979096,77.640625,19082.0,1390.0,4,2,1,0,130.0,0,12.395167974024298,2,0
xubg344575967,7,12.337978,76.616792,19055.0,1370.0,5,2,1,0,75.0,13,12.410114380262945,0,0
znlu452296661,3,26.849596,75.800512,19077.0,920.0,5,3,1,3,19.0,5,5.953310095151372,1,0
uwif317990455,14,11.025083,77.015393,19082.0,1125.0,2,3,1,0,245.0,1,17.10244951726794,2,1
oiby778166646,19,18.592718,73.773572,19055.0,1250.0,4,1,3,0,150.0,11,10.704979833878406,1,0
hrkp026751198,18,22.751234,75.88949,19078.0,1340.0,5,2,2,0,21.0,5,16.611241863997247,1,0
ygkr548404500,13,23.232357,77.429989,19038.0,885.0,3,0,1,3,135.0,4,6.031470059536777,0,0
yprv762141546,18,18.994237,72.825553,19087.0,715.0,2,0,1,0,160.0,4,3.0553946629310085,2,1
fcuw552530513,7,,,19035.0,1415.0,0,2,1,0,135.0,8,,0,0
cght011117389,18,11.006686,76.951736,19084.0,1380.0,4,2,1,3,170.0,1,10.884063165644438,1,1
awbf906552638,6,21.17106,72.789292,19069.0,1245.0,3,1,1,0,90.0,7,12.142670416282547,0,0
zuug975150243,10,19.091458,72.827808,19067.0,1170.0,3,1,2,3,95.0,6,19.8516232898003,1,0
rgdd875856067,17,18.543626,73.905101,19077.0,1050.0,3,3,1,0,160.0,1,4.588712137571156,2,0
dnsi168639453,17,11.001753,76.986241,19077.0,525.0,5,2,3,0,130.0,9,3.1098846908757523,1,0
dwso394216145,19,22.722634,75.886959,19081.0,670.0,4,0,2,0,95.0,13,3.020959894473488,0,0
rzcx022020397,16,26.492106,80.327797,19035.0,1030.0,3,3,1,3,115.0,7,16.391790312512946,0,0
xfgk754737297,7,19.003517,72.82765,19062.0,915.0,2,3,1,0,145.0,1,6.110461409424714,2,0
lhrr151440613,20,19.091458,72.827808,19064.0,720.0,2,0,1,0,195.0,3,1.5273046056475248,0,1
dasd094572384,4,23.218998,77.373573,19038.0,1170.0,2,1,1,0,165.0,13,9.047307187295596,2,0
vefk028784910,9,12.975996,80.221898,19071.0,1090.0,3,3,1,3,80.0,1,10.845941272791444,1,0
nids257929792,2,11.024839,77.007003,19082.0,1040.0,0,3,1,0,38.0,5,20.211660890979633,1,0
siwz785449102,5,22.753839,75.897429,19076.0,1125.0,4,3,2,1,60.0,10,12.081317518219828,2,0
lxhn542893139,12,23.359033,85.325347,19074.0,1075.0,4,3,1,0,25.0,5,12.056968418188383,0,0
qaex525407976,15,12.986047,80.218114,19061.0,1425.0,4,2,2,0,20.0,5,12.395001965045505,1,0
uucr180365053,15,18.539299,73.897902,19085.0,1005.0,3,3,1,0,130.0,0,6.11827161768149,0,0
owjt345479170,9,26.90519,75.810753,19083.0,980.0,0,3,1,0,120.0,2,5.952037333361409,2,0
hvqu940339578,11,22.753659,75.903365,19082.0,1070.0,3,3,1,0,235.0,7,16.611108704815376,0,1
pnxz758951592,14,17.41233,78.449654,19071.0,1310.0,0,1,1,0,49.0,5,10.738460547225039,1,0
kbtc056344315,13,17.426228,78.407495,19075.0,505.0,2,2,2,0,120.0,1,3.068218944934137,2,0
lguu213074620,2,11.024839,77.007003,19070.0,810.0,0,0,1,3,110.0,14,6.219432687838478,1,0
fylp901871280,1,17.433809,78.386744,19078.0,1080.0,5,3,2,3,75.0,6,19.94021940160752,1,0
pwnx927814823,18,22.725748,75.898497,19081.0,1040.0,4,3,2,0,80.0,2,4.531237447472418,2,0
crgc755468944,17,12.913041,77.683237,19080.0,1280.0,3,1,1,0,180.0,9,12.396741317977485,2,0
zkuq418536928,7,27.161694,78.034714,19034.0,1090.0,0,3,3,0,65.0,2,8.918860360120991,0,0
quln993517943,13,19.1093,72.825451,19057.0,1140.0,1,3,1,3,215.0,10,10.689700885525228,1,0
uppp059414933,11,11.016298,76.972076,19087.0,1240.0,0,1,1,0,175.0,0,7.774335904782853,2,0
opkk960151838,5,22.744648,75.894377,19056.0,560.0,5,2,2,0,80.0,11,1.510395231475433,0,0
sujw924820810,17,12.934179,77.615797,19077.0,535.0,5,2,1,0,100.0,15,1.5496338870197353,2,0
gerz441997452,19,21.186438,72.794115,19071.0,1070.0,2,3,1,0,180.0,9,16.694603802184574,2,1
uaqg460951768,13,17.458998,78.500366,19085.0,1365.0,3,2,2,0,125.0,7,7.6696078159334125,2,0
nkkk920017950,16,21.157735,72.768778,19078.0,1210.0,4,1,3,0,140.0,9,16.696084580892986,1,0
auqk429252626,4,17.424114,78.347554,19053.0,1100.0,3,3,1,0,105.0,13,19.940715990099818,1,0
isuw210506423,13,26.911927,75.797282,19080.0,1160.0,5,1,2,0,195.0,14,16.365469292582933,2,1
lyvf258832013,10,18.56245,73.916619,19060.0,1365.0,2,2,1,0,100.0,14,7.6472536668449616,1,1
keav829421389,16,23.333017,85.3172,19088.0,1110.0,5,3,1,0,195.0,15,10.550954672911281,2,0
koif357130470,14,19.091458,72.827808,19075.0,1070.0,1,3,1,0,160.0,6,7.636095878025375,0,0
bser041349870,1,12.284747,76.625861,19068.0,600.0,0,2,1,0,110.0,8,3.1030005392974362,0,0
znil331147935,11,26.849596,75.800512,19060.0,1060.0,5,3,2,3,170.0,2,8.929621768394563,1,0
otmk534218159,19,22.725748,75.898497,19058.0,705.0,4,0,2,3,17.0,5,3.020928890673669,2,0
edoj169989329,17,,,19034.0,1080.0,0,3,2,0,85.0,8,,0,0
yrah572720116,17,,,19070.0,1035.0,0,3,3,0,95.0,15,,0,0
oalh813034764,13,27.157772,78.04725,19039.0,1315.0,0,1,1,2,270.0,14,16.349903490839374,0,0
jlwp888105805,20,21.17106,72.789292,19088.0,1060.0,5,3,1,0,22.0,5,19.73031348513336,1,0
lbdx595595452,2,13.026286,80.275235,19082.0,1320.0,5,1,1,0,140.0,6,17.041308859939207,1,0
fkhs244485001,2,,,19035.0,1235.0,0,1,1,0,215.0,12,,0,0
fvya708139649,4,26.911927,75.797282,19085.0,625.0,4,2,1,0,115.0,0,2.976056086568439,0,0
nffl999606406,3,25.459775,81.834841,19037.0,1030.0,5,3,2,0,100.0,7,20.94169423569364,1,0
evuj978720568,14,17.429585,78.392621,19063.0,1070.0,0,3,2,0,185.0,2,13.805626960611738,2,0
wfin977837721,8,26.849596,75.800512,19057.0,1400.0,3,2,1,0,90.0,7,11.905704284153522,0,0
feqi546042739,19,21.149569,72.772697,19076.0,1055.0,5,3,1,0,240.0,11,10.625705401587538,0,1
lupd228946372,4,12.311072,76.654878,19084.0,1180.0,1,1,2,0,155.0,9,10.859484492786814,0,1
qcge265732779,8,,,19080.0,1115.0,4,3,1,0,145.0,7,,1,0
jomw953084046,6,18.543626,73.905101,19067.0,1345.0,4,2,1,0,130.0,9,19.881709995994314,0,0
zmgn930016538,14,11.025083,77.015393,19058.0,590.0,0,2,2,0,90.0,6,3.1097660534862834,0,0
uahp796340939,18,17.426228,78.407495,19084.0,1115.0,4,3,1,0,85.0,11,13.805745870492178,2,0
ytow378249438,18,17.422819,78.449578,19066.0,555.0,4,2,2,0,75.0,14,3.0682457244058714,1,0
gdtz477904400,20,12.979096,77.640625,19058.0,1180.0,0,1,1,0,155.0,10,4.64841181693955,1,1
kura783014603,15,11.003669,76.976494,19088.0,1420.0,4,2,1,3,26.0,5,12.438888796445049,0,0
qrjv257392175,5,21.157735,72.768778,19069.0,1040.0,4,3,1,0,90.0,0,10.625437740338008,0,0
hexa745199194,7,26.90294,75.793007,19075.0,1365.0,5,2,1,0,130.0,1,8.927789411307542,2,1
ijie194668249,10,13.049645,80.242268,19054.0,1135.0,5,3,1,0,115.0,4,4.64777966281334,2,0
dzor897339498,10,17.430448,78.418213,19085.0,850.0,3,0,3,3,110.0,0,6.136214313764269,1,0
xsap099371463,12,17.431668,78.408321,19083.0,1360.0,5,2,2,0,125.0,13,7.6701455587956096,2,0
agzz027728753,3,11.024839,77.007003,19076.0,1035.0,1,3,2,3,130.0,3,20.211660890979633,0,0
aplb945493257,17,18.569156,73.774723,19072.0,1320.0,3,1,1,0,170.0,11,7.647114002189679,2,0
pzct577106304,10,17.483216,78.552111,19069.0,1120.0,3,3,1,0,80.0,8,12.27013530438031,1,0
aicd540083813,14,18.636215,73.751081,19068.0,505.0,2,2,1,0,105.0,9,1.5292265566054064,2,0
wlwg873393953,19,22.311844,73.165081,19087.0,570.0,3,2,2,3,130.0,11,1.5125333715626577,0,0
rbxk407855218,9,11.006686,76.951736,19080.0,1045.0,1,3,1,0,165.0,14,12.43882731100175,1,1
yais374392645,18,21.170096,72.789122,19065.0,1060.0,2,3,2,0,130.0,1,19.730372280538887,2,0
jjwu342117901,1,18.546947,73.900626,19081.0,855.0,3,0,3,3,75.0,0,6.118144363322555,1,0
qrfo465598111,6,18.539299,73.897902,19076.0,1035.0,1,3,1,0,185.0,1,10.706538178039278,0,0
mrna725023125,2,27.160934,78.044095,19041.0,1060.0,2,3,1,0,185.0,0,19.321623572921617,1,1
qrlq170439301,4,22.310329,73.169083,19066.0,590.0,1,2,1,0,100.0,1,1.5125407936966182,1,0
dklv230818033,7,22.308096,73.167753,19083.0,1030.0,4,3,2,3,90.0,1,9.074574954910457,1,0
hwsx855694905,5,12.98041,77.640489,19058.0,640.0,3,2,1,0,90.0,12,1.5494964829535063,1,1
kbxu070413552,11,26.849596,75.800512,19084.0,1035.0,2,3,2,0,170.0,14,10.41769168227146,2,1
nylc969527394,18,22.310329,73.169083,19054.0,1210.0,4,1,2,0,95.0,15,7.562213708875968,1,0
qkuj984825988,4,18.569156,73.774723,19085.0,765.0,5,0,2,0,90.0,12,6.1177745597423066,0,0
fupu524103781,4,22.311844,73.165081,19057.0,1240.0,5,1,1,3,170.0,3,12.098893522085644,0,0
gvnl994199284,18,22.538731,88.364878,19034.0,550.0,2,2,1,0,120.0,3,1.511416918052049,2,1
kchr308589455,4,12.304569,76.643622,19065.0,1335.0,4,2,1,0,115.0,1,20.166745072075187,0,0
fmtr844509971,13,17.429585,78.392621,19085.0,1135.0,2,3,1,0,26.0,5,4.60222989483327,0,0
wkjc303690047,13,12.316967,76.603067,19084.0,1345.0,3,2,1,0,95.0,3,17.064094538257507,0,0
bijr731197474,10,,,19035.0,1375.0,2,2,2,0,80.0,13,,1,0
azaw526375275,7,19.065838,72.832658,19065.0,1210.0,5,1,1,3,15.0,5,16.799203683671756,1,0
scth741067834,8,12.321214,76.621094,19081.0,1155.0,2,1,2,0,50.0,7,4.6541487717479715,1,0
uugk360056279,4,17.451976,78.385883,19068.0,1305.0,4,1,1,0,16.0,5,7.669746054108835,1,0
szvm329469960,15,26.90294,75.793007,19068.0,945.0,5,3,2,0,130.0,11,5.952088885203559,1,0
yfwq462245611,6,21.175104,72.804342,19077.0,640.0,2,2,2,0,60.0,12,3.035910946211916,2,0
ehwv602230521,5,22.751234,75.88949,19057.0,1415.0,2,2,2,0,15.0,5,16.611241863997247,1,0
hwsn015713335,19,18.546258,73.904337,19054.0,1245.0,1,1,2,0,125.0,0,9.176983903804434,2,0
stcc325589370,6,30.89286,75.822199,19038.0,675.0,1,0,1,0,110.0,12,2.9278802628109992,2,0
ctyy405903630,11,12.337928,76.617889,19083.0,1290.0,0,1,1,0,125.0,14,7.756535557753129,1,0
jcov733434470,10,13.005801,80.250744,19056.0,620.0,1,2,2,1,95.0,8,1.549420818380912,1,0
eldp752220629,13,12.906229,77.596791,19074.0,1340.0,1,2,1,3,210.0,7,13.946382240928642,0,0
awwn362100306,2,30.372202,78.077151,19034.0,1365.0,3,2,1,3,60.0,1,4.401599583718164,2,0
tfke575846393,4,12.975377,77.696664,19075.0,1160.0,0,1,2,0,130.0,2,9.296621721684016,1,0
bhgf553002678,13,11.001852,76.976268,19083.0,500.0,4,2,1,0,105.0,4,3.109884187956252,1,0
gwzl370771887,9,18.994237,72.825553,19079.0,985.0,5,3,2,0,105.0,7,6.11061925159559,0,0
jeod169093773,8,10.994136,76.963303,19064.0,1335.0,2,2,1,0,80.0,6,9.329465043291892,2,0
tlhe191032614,17,26.766536,75.837333,19082.0,1115.0,1,3,1,0,190.0,10,13.397932459617602,0,1
fdjn020906038,1,22.74806,75.8934,19083.0,1190.0,1,1,3,0,165.0,12,9.061521496839395,2,1
hhug630729730,2,11.021278,76.995017,19055.0,1405.0,2,2,1,3,80.0,11,10.883802871295954,2,0
nvkl132710166,3,21.186608,72.794136,19054.0,650.0,1,2,1,3,55.0,0,3.0358032013663694,1,0
kwku368650090,15,12.979096,77.640625,19084.0,1090.0,3,3,2,3,190.0,8,10.845876538554249,1,1
anxk378382496,15,26.472001,80.354002,19034.0,620.0,0,2,1,0,29.0,5,2.981062658910669,2,0
anhe916495550,4,22.553227,88.353273,19038.0,645.0,0,2,2,0,95.0,15,3.022641048585022,2,0
dmbt070759977,18,22.761226,75.887522,19085.0,945.0,0,3,1,0,140.0,1,6.040951297577269,2,0
cgqu103330296,7,,,19068.0,1080.0,4,3,1,0,120.0,7,,0,0
atpv960803502,15,12.337928,76.617889,19059.0,1280.0,5,1,2,0,180.0,12,20.165511137076656,2,1
qzud375344405,5,23.333017,85.3172,19081.0,740.0,3,0,2,0,50.0,13,6.02942286362744,1,0
asey511657591,14,21.157735,72.768778,19079.0,600.0,2,2,1,1,120.0,1,3.036073524369065,0,1
dohs260573569,9,19.22384,72.841347,19068.0,1065.0,3,3,1,3,85.0,4,4.580084639727018,2,0
hsvd506489064,5,22.725748,75.898497,19087.0,1290.0,3,1,1,0,190.0,3,7.551948584727422,1,0
oisu563956875,14,21.186608,72.794136,19074.0,1390.0,2,2,1,0,115.0,2,13.659636883890228,2,0
eldg610252401,14,23.359033,85.325347,19078.0,1120.0,5,3,2,0,25.0,5,13.563859616323217,0,0
nzoh919168949,18,12.972793,80.249982,19061.0,0.0,1,2,1,0,215.0,4,12.395318433704213,2,0
mtgh206761081,15,12.914264,77.6784,19053.0,1240.0,0,1,3,0,200.0,12,13.946167423771858,0,1
akqm573302757,7,19.876994,75.372353,19038.0,975.0,2,3,2,0,110.0,7,6.09529436614427,1,0
upbp987138469,17,,,19052.0,1160.0,4,1,1,0,24.0,5,,2,0
ysnn481055564,1,26.913483,75.803139,19058.0,660.0,2,2,1,0,90.0,2,1.4880477731579838,2,0
otyu561756151,1,19.207222,72.972281,19070.0,1430.0,4,2,1,3,90.0,4,9.160210772982108,0,0
xnmr000736341,9,12.321214,76.621094,19069.0,1200.0,4,1,2,0,115.0,4,17.063961737396863,1,0
kxsm136684024,13,23.371292,85.327872,19066.0,1150.0,0,1,1,3,185.0,0,4.521558384390088,2,0
lvmf509007518,3,17.455894,78.375467,19060.0,840.0,2,0,1,3,125.0,6,6.13581392611519,1,0
sope886972067,19,17.411028,78.329645,19058.0,890.0,1,0,2,0,185.0,10,6.136519522327368,1,0
mmoh356419826,5,15.56155,73.749092,19036.0,1430.0,0,2,1,0,85.0,10,4.623158209582297,3,0
vzzc707141502,12,21.170798,72.790489,19055.0,1275.0,4,1,2,3,120.0,14,16.69541088302565,0,0
oomb760378959,11,12.975377,77.696664,19057.0,1175.0,5,1,3,0,160.0,2,13.944529384855876,0,0
gljt776393902,13,13.066762,80.251865,19063.0,1215.0,3,1,1,0,195.0,11,10.844039790363246,2,0
ugvn018423205,18,22.308096,73.167753,19062.0,870.0,4,0,1,3,105.0,4,6.049912845948324,0,0
rrfo953641091,18,11.022477,76.995667,19058.0,1120.0,4,3,1,3,100.0,4,7.774257206554072,2,0
qhke881798803,5,21.160437,72.774209,19053.0,1120.0,0,3,1,3,210.0,8,10.6253491555024,0,0
yhfx714257768,4,12.311072,76.654878,19072.0,1360.0,5,2,1,3,85.0,9,4.6542349741343285,0,1
fwcz964351391,4,22.515082,88.36783,19035.0,1235.0,2,1,1,0,150.0,10,13.602023690793875,1,0
hdlc409279289,1,11.021278,76.995017,19075.0,575.0,5,2,1,0,80.0,3,1.554905431859371,0,1
zslu949503740,4,27.16185,78.040165,19041.0,1285.0,1,1,2,0,200.0,15,19.32155475762506,1,1
spcq688151476,4,17.426228,78.407495,19087.0,1280.0,5,1,1,0,130.0,8,7.670252503433443,0,0
bfiy350697603,9,18.994049,72.825203,19076.0,1160.0,2,1,1,3,145.0,0,12.220563865765206,0,0
eupj203895854,16,22.31279,73.170283,19053.0,1050.0,0,3,2,0,220.0,7,13.610992426077734,1,0
sctr663252002,11,11.025083,77.015393,19063.0,1430.0,2,2,1,0,110.0,3,20.21165277869377,3,0
bout880312824,9,22.651847,75.881991,19052.0,1130.0,5,3,2,0,105.0,4,9.06439480190386,0,0
jxat829788088,2,26.891191,75.802083,19065.0,1035.0,1,3,3,0,160.0,12,16.36677707693168,1,0
blac164819269,10,19.003517,72.82765,19053.0,1040.0,2,3,1,0,170.0,0,16.802128516305924,1,1
bhvr131122739,6,11.021278,76.995017,19084.0,1215.0,0,1,2,3,190.0,1,17.10255644983933,0,0
ywxs974126480,15,13.091809,80.219104,19065.0,1080.0,3,3,1,0,140.0,2,13.941388211073699,2,0
nkpu696817875,2,22.526461,88.364453,19040.0,1015.0,2,3,2,3,120.0,10,6.045613612697801,2,0
phsv407639511,20,17.411028,78.329645,19087.0,1115.0,1,3,2,0,75.0,6,7.6705511567506495,0,0
zmku660826993,17,21.160522,72.771477,19072.0,1310.0,0,1,1,0,140.0,15,4.554000954817883,1,0
dkqp665702680,9,23.351058,85.325731,19079.0,1185.0,1,1,1,0,125.0,8,4.521867847821235,2,0
lskm586684315,3,17.411028,78.329645,19052.0,970.0,3,3,3,0,100.0,15,6.136519522327368,1,0
xwpf092150198,9,13.081878,80.248519,19083.0,805.0,1,0,1,0,160.0,1,6.196592923971632,1,1
gfce197483233,8,12.972793,80.249982,19085.0,1285.0,3,1,2,3,105.0,6,9.296667943581303,2,0
cpcm196149044,7,17.424114,78.347554,19081.0,1330.0,5,2,1,0,115.0,14,9.204234841794863,0,1
dqkv091488367,8,17.41233,78.449654,19075.0,0.0,2,2,3,0,65.0,11,4.602433230764244,0,0
yvry883331119,9,19.878028,75.317475,19034.0,540.0,3,2,2,0,90.0,12,1.523885439491856,0,0
qjfi452728014,1,23.416792,85.316842,19060.0,625.0,0,2,2,3,60.0,2,3.013958870983999,0,0
pqcp248422840,14,18.56245,73.916619,19053.0,1115.0,5,3,2,0,120.0,6,19.88068932355078,1,0
psxs940578446,8,18.563934,73.915367,19071.0,1225.0,2,1,2,0,115.0,11,12.23513612361146,0,0
bdhk906942099,7,22.725748,75.898497,19061.0,1050.0,5,3,2,3,135.0,7,12.082438179710314,2,0
tbxq650819485,12,17.458998,78.500366,19057.0,1295.0,5,1,1,0,205.0,13,13.80458421027135,1,1
acgv483967442,16,22.753839,75.897429,19082.0,1350.0,4,2,2,0,145.0,3,16.611017637184716,0,0
dgkc581103340,13,13.02978,80.208812,19068.0,820.0,2,0,1,0,190.0,1,6.197217478385286,1,1
olbg778898656,12,12.970324,77.645748,19062.0,585.0,4,2,2,3,55.0,1,3.099023237363916,2,0
uffa377592937,4,13.026279,80.174568,19052.0,595.0,5,2,1,3,50.0,13,3.0986894979955277,0,0
jzgf185243507,17,10.027014,76.308053,19039.0,1090.0,0,3,3,0,180.0,9,14.0150719010425,1,0
gflz779091083,13,-25.451517,81.832616,19040.0,700.0,1,0,1,0,135.0,6,5634.359076467936,1,0
omtr543244759,4,11.003681,76.975525,19057.0,1295.0,0,1,1,0,215.0,0,20.21236367487059,2,0
